arc_distance.py, numpy, 0.000892772000952391,0.0007617650007887278,0.0008184409998648334,0.0007579080011055339,0.0007923890007077716,0.0007569439985672943,0.0007569420013169292,0.0008141270009218715,0.0007573240000056103,0.0007562489990959875
arc_distance.py, cupy, 1.6177667089978058,0.0003006759980053175,0.0002346600012970157,0.0002317849975952413,0.00023015899932943285,0.00023096900258678943,0.00027257199690211564,0.0002316149984835647,0.00023019699801807292,0.00022995000108494423
arc_distance.py, delayrepay, 0.19249801600017236,0.0003303699995740317,0.0002724840014707297,0.00029252099920995533,0.00026414300009491853,0.00026178699772572145,0.0002630339986353647,0.000263781999819912,0.0002595190017018467,0.00026197500119451433
create_grid.py, numpy, 0.002277914001751924,0.0030924189995857887,0.0016982189990812913,0.0016219159988395404,0.0016779879988462199,0.0017693299996608403,0.0016307199985021725,0.0016980430009425618,0.0016182179970201105,0.0016546199985896237
create_grid.py, cupy, 0.15130327400038368,0.0006448920030379668,0.0006382649989973288,0.0006248240024433471,0.0006259910005610436,0.0006252829989534803,0.0006238679998205043,0.0006206299985933583,0.0006497760005004238,0.0006315700011327863
create_grid.py, delayrepay, 0.0006660509970970452,0.0008772699984547216,0.0007769049989292398,0.0007617029987159185,0.0007637339986104053,0.0007611569999426138,0.0007556929995189421,0.0007431600024574436,0.0007546140004706103,0.0007477860017388593
cronbach.py, numpy, 0.0015689840001869015,0.000619267000729451,0.0005864220001967624,0.0006534410022140946,0.0005818320023536216,0.0005799950013170019,0.0005785120010841638,0.0005784460008726455,0.0005779849998361897,0.0005771010000898968
cronbach.py, cupy, 1.3451620679988991,0.0004067860027134884,0.00036367499706102535,0.00036439800169318914,0.0003586069979064632,0.0003607580001698807,0.00036431899934541434,0.0003639489987108391,0.0003626970028562937,0.0003631470026448369
cronbach.py, delayrepay, 0.0005325519996404182,0.000372070000594249,0.00036911500137648545,0.00036272500074119307,0.00036971900044591166,0.00036322099913377315,0.00036907899993821047,0.00037096100277267396,0.0003688020005938597,0.0003734540005098097
euclidean_distance_square.py, numpy, 0.015006355999503285,0.014235546001145849,0.014077908999752253,0.014022234998265048,0.014152694999211235,0.014036268999916501,0.014143921001959825,0.014010768998559797,0.014138792001176625,0.014060110002901638
euclidean_distance_square.py, cupy, 0.49668825900153024,0.00592198400045163,0.005875454000488389,0.005892935001611477,0.005892719997063978,0.005870933997357497,0.005873867998161586,0.005878002997633303,0.00586710899733589,0.005877587998838862
euclidean_distance_square.py, delayrepay, 0.15133661800064147,0.00593410800138372,0.005890198000997771,0.005931585001235362,0.00590287500017439,0.005910141000640579,0.00590531299894792,0.005899723000766244,0.005890256001293892,0.005890639000426745
evolve.py, numpy, 0.01147497899728478,0.0009008820015878882,0.0009351519984193146,0.0008817260022624396,0.0009534630007692613,0.0008784109995758627,0.0008759379998082295,0.0008754779992159456,0.0008746179992158432,0.0009640969983593095
evolve.py, cupy, 0.15062502599903382,0.000753972002712544,0.0007426789998135064,0.0007407820012304001,0.0007406559998344164,0.0007408860001305584,0.0007419169996865094,0.0007429110009979922,0.000735826000891393,0.0007543490028183442
evolve.py, delayrepay, 0.1530307739994896,0.0006734340022376273,0.0005366969999158755,0.00055349399917759,0.0008922420020098798,0.0010270940001646522,0.0010239959992759395,0.0010096559999510646,0.0010094370009028353,0.0010103849999723025
grayscott.py, numpy, 0.026808549999259412,0.026212417000351707,0.026324832000682363,0.02645083600145881,0.02635360499698436,0.026288446002581622,0.026232577998598572,0.02617589399960707,0.02623080699777347,0.0261044260005292
grayscott.py, cupy, 1.3663687190019118,0.014350905999890529,0.013981162002892233,0.01404372600154602,0.014141005998681067,0.0143183720028901,0.014066833002289059,0.014010931001394056,0.013981916999910027,0.013992544998473022
grayscott.py, delayrepay, 0.007004511000559432,0.006521803999930853,0.006933810000191443,0.0069380860004457645,0.006747941999492468,0.007849695000913925,0.00700138500178582,0.006734302998665953,0.00694249699881766,0.007338088998949388
harris.py, numpy, 0.006450590000895318,0.002641101000335766,0.002529917001083959,0.0024200730003940407,0.00248961399847758,0.0024937910020526033,0.0023945829998410773,0.0025094279990298674,0.002395021998381708,0.0024867269967217
harris.py, cupy, 0.3136915550021513,0.0008014060003915802,0.0007903189980424941,0.000789821999205742,0.0007851929985918105,0.0007840300022508018,0.0007848109999031294,0.0007827430017641746,0.0008007770011317916,0.0007896520000940654
harris.py, delayrepay, 0.46391601499999524,0.0006836949978605844,0.0006528869998874143,0.0006382560022757389,0.0006409819980035536,0.0007049590021779295,0.0007055109999782871,0.0006597229985345621,0.0006540960021084175,0.0006379770020430442
hasting.py, numpy, 2.967899854411371e-05,6.343998393276706e-06,5.256002623355016e-06,4.932000592816621e-06,5.044999852543697e-06,4.936999175697565e-06,4.759000148624182e-06,4.979003279004246e-06,4.830002581002191e-06,4.7720022848807275e-06
hasting.py, cupy, 0.431468966002285,0.00037292399792931974,0.00035960300010629,0.00039687299795332365,0.0003562300007615704,0.00035561299955588765,0.0003531820002535824,0.0003554659997462295,0.0003525259999150876,0.0003530450012476649
hasting.py, delayrepay, 0.4447838859996409,0.0007294829993043095,0.0006557480010087602,0.0006319780004560016,0.0006322450026345905,0.0006330299984256271,0.0006475840018538292,0.0006378790021699388,0.0006655610013694968,0.0006383369982359
l1norm.py, numpy, 0.0025596320010663476,0.000918961002753349,0.0007258160003402736,0.0007061410033202264,0.0007121279995772056,0.0007184639980550855,0.0007219370017992333,0.0006863870003144257,0.000677680000080727,0.0006755939975846559
